key,cz,en,ch
aw_figure_lu_guang,吕光,Lu Guang,呂光
aw_figure_lu_guang_dynasty,后凉,Later Liang,後涼
aw_figure_tuoba_gui,拓跋珪,Tuoba Gui,拓跋珪
aw_figure_tuoba_gui_dynasty,北魏,Northern Wei,北魏
aw_figure_tufa_wugu,秃发乌孤,Tufa Wugu,禿髮烏孤
aw_figure_tufa_wugu_dynasty,南凉,Southern Liang,南涼
aw_figure_murong_de,慕容德,Murong De,慕容德
aw_figure_murong_de_dynasty,南燕,Southern Yan,南燕
aw_figure_li_gao,李暠,Li Gao,李暠
aw_figure_li_gao_dynasty,西凉,Western Liang,西涼
aw_figure_juqu_mengxun,沮渠蒙逊,Juqu Mengxun,沮渠蒙遜
aw_figure_juqu_mengxun_dynasty,北凉,Northern Liang,北涼
aw_figure_helian_bobo,赫连勃勃,Helian Bobo,赫連勃勃
aw_figure_helian_bobo_dynasty,胡夏,Hu Xia,胡夏
aw_figure_feng_ba,冯跋,Feng Ba,馮跋
aw_figure_feng_ba_dynasty,北燕,Northern Yan,北燕
aw_figure_liu_yu,刘裕,Liu Yu,劉裕
aw_figure_liu_yu_dynasty,刘宋,Liu Song,劉宋
aw_figure_xiao_daocheng,萧道成,Xiao Daocheng,蕭道成
aw_figure_xiao_daocheng_dynasty,南齐,Southern Qi,南齊
aw_figure_xiao_yan,萧衍,Xiao Yan,蕭衍
aw_figure_xiao_yan_dynasty,南梁,Southern Liang,南梁
aw_figure_gao_huan,高欢,Gao Huan,高歡
aw_figure_gao_huan_dynasty,东魏,Eastern Wei,東魏
aw_figure_yuwen_tai,宇文泰,Yuwen Tai,宇文泰
aw_figure_yuwen_tai_dynasty,西魏,Western Wei,西魏
aw_figure_gao_yang,高洋,Gao Yang,高洋
aw_figure_gao_yang_dynasty,北齐,Northern Qi,北齊
aw_figure_yuwen_jue,宇文觉,Yuwen Jue,宇文覺
aw_figure_yuwen_jue_dynasty,北周,Northern Zhou,北周
aw_figure_chen_baxian,陈霸先,Chen Baxian,陳霸先
aw_figure_chen_baxian_dynasty,南陈,Chen,南陳
aw_figure_yang_jian,杨坚,Yang Jian,楊堅
aw_figure_yang_jian_dynasty,隋,Sui,隋
aw_figure_lin_shihong,林士弘,Lin Shihong,林士弘
aw_figure_lin_shihong_dynasty,林楚,Lin Chu,林楚
aw_figure_xue_ju,薛举,Xue Ju,薛舉
aw_figure_xue_ju_dynasty,薛秦,Xue Qin,薛秦
aw_figure_liu_wuzhou,刘武周,Liu Wuzhou,劉武周
aw_figure_liu_wuzhou_dynasty,定杨,Dingyang,定楊
aw_figure_liang_shidu,梁师都,Liang Shidu,梁師都
aw_figure_liang_shidu_dynasty,朔方梁,Shuofang Liang,朔方梁
aw_figure_xiao_xian,萧铣,Xiao Xian,蕭銑
aw_figure_xiao_xian_dynasty,萧梁,Xiao Liang,蕭梁
aw_figure_li_mi,李密,Li Mi,李密
aw_figure_li_mi_dynasty,瓦岗魏,Wagang Wei,瓦崗魏
aw_figure_dou_jiande,窦建德,Dou Jiande,竇建德
aw_figure_dou_jiande_dynasty,窦夏,Dou Xia,竇夏
aw_figure_li_gui,李轨,Li Gui,李軌
aw_figure_li_gui_dynasty,李凉,Li Liang,李涼
aw_figure_zhu_can,朱粲,Zhu Can,朱粲
aw_figure_zhu_can_dynasty,朱楚,Zhu Chu,朱楚
aw_figure_yuwen_huaji,宇文化及,Yuwen Huaji,宇文化及
aw_figure_yuwen_huaji_dynasty,宇文许,Yuwen Xu,宇文許
aw_figure_li_yuan,李渊,Li Yuan,李淵
aw_figure_li_yuan_dynasty,唐,Tang,唐
aw_figure_wang_shichong,王世充,Wang Shichong,王世充
aw_figure_wang_shichong_dynasty,王郑,Wang Zheng,王鄭
aw_figure_li_zitong,李子通,Li Zitong,李子通
aw_figure_li_zitong_dynasty,李吴,Li Wu,李吳
aw_figure_shen_faxing,沈法兴,Shen Faxing,沈法興
aw_figure_shen_faxing_dynasty,沈梁,Shen Liang,沈梁
aw_figure_gao_kaidao,高开道,Gao Kaidao,高開道
aw_figure_gao_kaidao_dynasty,高燕,Gao Yan,高燕
aw_figure_fu_gongshi,辅公祏,Fu Gongshi,輔公祏
aw_figure_fu_gongshi_dynasty,辅宋,Fu Song,輔宋
aw_figure_wu_zhao,武曌,Wu Zhao,武曌
aw_figure_wu_zhao_dynasty,武周,Wu Zhou,武周
aw_figure_yang_xingmi,杨行密,Yang Xingmi,楊行密
aw_figure_yang_xingmi_dynasty,杨吴,Yang Wu,楊吳
aw_figure_zhu_wen,朱温,Zhu Wen,朱溫
aw_figure_zhu_wen_dynasty,后梁,Later Liang,後梁
aw_figure_wang_jian,王建,Wang Jian,王建
aw_figure_wang_jian_dynasty,前蜀,Former Shu,前蜀
aw_figure_qian_liu,钱镠,Qian Liu,錢鏐
aw_figure_qian_liu_dynasty,吴越,Wuyue,吳越
aw_figure_ma_yin,马殷,Ma Yin,馬殷
aw_figure_ma_yin_dynasty,马楚,Ma Chu,馬楚
aw_figure_wang_shenzhi,王审知,Wang Shenzhi,王審知
aw_figure_wang_shenzhi_dynasty,闽,Min,閩
aw_figure_liu_yan,刘岩,Liu Yan,劉岩
aw_figure_liu_yan_dynasty,南汉,Southern Han,南漢
aw_figure_li_cunxu,李存勖,Li Cunxu,李存勖
aw_figure_li_cunxu_dynasty,后唐,Later Tang,後唐
aw_figure_gao_jixing,高季兴,Gao Jixing,高季興
aw_figure_gao_jixing_dynasty,荆南,Jingnan,荊南
aw_figure_meng_zhixiang,孟知祥,Meng Zhixiang,孟知祥
aw_figure_meng_zhixiang_dynasty,后蜀,Later Shu,後蜀
aw_figure_shi_jingtang,石敬瑭,Shi Jingtang,石敬瑭
aw_figure_shi_jingtang_dynasty,后晋,Later Jin,後晉
aw_figure_li_bian,李昪,Li Bian,李昪
aw_figure_li_bian_dynasty,南唐,Southern Tang,南唐
aw_figure_liu_zhiyuan,刘知远,Liu Zhiyuan,劉知遠
aw_figure_liu_zhiyuan_dynasty,后汉,Later Han,後漢
aw_figure_guo_wei,郭威,Guo Wei,郭威
aw_figure_guo_wei_dynasty,后周,Later Zhou,後周
aw_figure_liu_chong,刘崇,Liu Chong,劉崇
aw_figure_liu_chong_dynasty,北汉,Northern Han,北漢
aw_figure_zhao_kuangyin,赵匡胤,Zhao Kuangyin,趙匡胤
aw_figure_zhao_kuangyin_dynasty,北宋,Northern Song,北宋
aw_figure_du_fuwei,杜伏威,Du Fuwei,杜伏威
aw_figure_du_fuwei_dynasty,杜吴,Du Wu,杜吳
aw_figure_xu_yuanlang,徐圆朗,Xu Yuanlang,徐圓朗
aw_figure_xu_yuanlang_dynasty,徐鲁,Xu Lu,徐魯
aw_figure_gongsun_shu,公孙述,Gongsun Shu,公孫述
aw_figure_gongsun_shu_dynasty,成家,Chengjia,成家
aw_figure_yuan_shu,袁术,Yuan Shu,袁術
aw_figure_yuan_shu_dynasty,仲氏,Zhong,仲氏
aw_figure_ran_min,冉闵,Ran Min,冉閔
aw_figure_ran_min_dynasty,冉魏,Ran Wei,冉魏
aw_figure_murong_hong,慕容泓,Murong Hong,慕容泓
aw_figure_murong_hong_dynasty,西燕,Western Yan,西燕
aw_figure_huan_xuan,桓玄,Huan Xuan,桓玄
aw_figure_huan_xuan_dynasty,桓楚,Huan Chu,桓楚
aw_figure_hou_jing,侯景,Hou Jing,侯景
aw_figure_hou_jing_dynasty,侯汉,Hou Han,侯漢
aw_figure_xiao_cha,萧詧,Xiao Cha,蕭詧
aw_figure_xiao_cha_dynasty,西梁,Western Liang,西梁
aw_figure_da_zuorong,大祚荣,Da Zuorong,大祚榮
aw_figure_da_zuorong_dynasty,渤海,Balhae,渤海
aw_figure_pi_luoge,皮逻阁,Pi Luoge,皮邏閣
aw_figure_pi_luoge_dynasty,南诏,Nanzhao,南詔
aw_figure_an_lushan,安禄山,An Lushan,安祿山
aw_figure_an_lushan_dynasty,安史燕,An-Shi Yan,安史燕
aw_figure_zhu_ci,朱泚,Zhu Ci,朱泚
aw_figure_zhu_ci_dynasty,朱秦,Zhu Qin,朱秦
aw_figure_li_xilie,李希烈,Li Xilie,李希烈
aw_figure_li_xilie_dynasty,李楚,Li Chu,李楚
aw_figure_huang_chao,黄巢,Huang Chao,黃巢
aw_figure_huang_chao_dynasty,大齐,Great Qi,大齊
aw_figure_dong_chang,董昌,Dong Chang,董昌
aw_figure_dong_chang_dynasty,大越罗平,Great Yue Luoping,大越羅平
aw_figure_li_maozhen,李茂贞,Li Maozhen,李茂貞
aw_figure_li_maozhen_dynasty,岐,Qi,岐
aw_figure_liu_shouguang,刘守光,Liu Shouguang,劉守光
aw_figure_liu_shouguang_dynasty,桀燕,Jie Yan,桀燕
aw_figure_yelu_abaoji,耶律阿保机,Yelu Abaoji,耶律阿保機
aw_figure_yelu_abaoji_dynasty,辽,Liao,遼
aw_figure_duan_siping,段思平,Duan Siping,段思平
aw_figure_duan_siping_dynasty,大理,Dali,大理
aw_figure_li_zicheng,李自成,Li Zicheng,李自成
aw_figure_li_zicheng_dynasty,大顺,Dashun,大順
aw_figure_nurhaci,努尔哈赤,Nurhaci,努爾哈赤
aw_figure_nurhaci_dynasty,后金,Later Jin,後金
