key,cz,en,ch
aw_tech_enfeoffment_study,分封考,Enfeoffment Study,分封考
aw_tech_enfeoffment_study_desc,整理宗法与封建秩序并解锁基础分封,Organize lineage order and unlock enfeoffment,整理宗法與封建秩序並解鎖基礎分封
aw_policy_household_registry,户籍编户,Household Registry,戶籍編戶
aw_policy_household_registry_desc,登记户口城邑和贡赋对象作为国策执行基础,Register households towns and tribute subjects for policy execution,登記戶口城邑和貢賦對象作為國策執行基礎
aw_policy_start_slavery,开启奴隶制,Adopt Slavery,開啟奴隸制
aw_policy_start_slavery_desc,国家正式承认奴隶身份与奴隶劳役,The kingdom recognizes slave status and slave labor,國家正式承認奴隸身份與奴隸勞役
aw_policy_corvee_labor,徭役征发,Corvee Labor,徭役徵發
aw_policy_corvee_labor_desc,以城邑和户籍为单位分派劳役支撑大型营建,Assign labor by town and household for major works,以城邑和戶籍為單位分派勞役支撐大型營建
aw_policy_control_slaves,强化奴隶控制,Slave Control,強化奴隸控制
aw_policy_control_slaves_desc,完善奴隶登记和役使规则并稳定奴隶军与捕奴,Improve slave registration labor rules and slave armies,完善奴隸登記和役使規則並穩定奴隸軍與捕奴
aw_policy_slave_army,奴隶军,Slave Army,奴隸軍
aw_policy_slave_army_desc,允许城邑将奴隶编入军队但将领必须为非奴隶,Allow towns to enlist slaves while captains must be non-slaves,允許城邑將奴隸編入軍隊但將領必須為非奴隸
aw_policy_start_halfaristocrat,半贵族过渡,Half Aristocracy,半貴族過渡
aw_policy_start_halfaristocrat_desc,从单纯奴隶制转向贵族分层秩序,Shift from slavery toward layered nobility,從單純奴隸制轉向貴族分層秩序
aw_policy_noble_council,贵族议政,Noble Council,貴族議政
aw_policy_noble_council_desc,让有势氏支参与庙堂决策稳定半贵族制秩序,Let powerful branches join court decisions and stabilize rule,讓有勢氏支參與廟堂決策穩定半貴族制秩序
aw_policy_ancestral_rites,宗庙祭祀,Ancestral Rites,宗廟祭祀
aw_policy_ancestral_rites_desc,以宗庙和谱系确认贵族正统并支撑姓氏合流,Use temples and lineage records to legitimize noble order,以宗廟和譜系確認貴族正統並支撐姓氏合流
aw_policy_name_integration,姓氏合流,Name Integration,姓氏合流
aw_policy_name_integration_desc,统一姓与氏的称名规则并解开后续历史人物门槛,Unify surname and clan naming and unlock later figures,統一姓與氏的稱名規則並解開後續歷史人物門檻
aw_policy_military_merit,军功授爵,Military Merit Ranks,軍功授爵
aw_policy_military_merit_desc,用战功记录奖赏军士和将领使军队与贵族秩序联动,Reward soldiers and commanders by recorded battle merit,用戰功記錄獎賞軍士和將領使軍隊與貴族秩序聯動
aw_policy_base_enfeoffment,基础分封,Basic Enfeoffment,基礎分封
aw_policy_base_enfeoffment_desc,承认贵族外出封城与建立支族的制度基础,Recognize noble fiefs and branch founding,承認貴族外出封城與建立支族的制度基礎
aw_policy_border_enfeoffment,边邑封建,Border Enfeoffment,邊邑封建
aw_policy_border_enfeoffment_desc,把新城边邑和军镇纳入分封秩序鼓励贵族外出建支,Bind border towns and forts into the fief order,把新城邊邑和軍鎮納入分封秩序鼓勵貴族外出建支
aw_policy_favor_order,推恩令,Favor Order,推恩令
aw_policy_favor_order_desc,将分封秩序收紧为有限分封并保留给后续系统读取,Shift enfeoffment into a limited branch and expose the state to later systems,將分封秩序收緊為有限分封並保留給後續系統讀取
aw_policy_continuous_enfeoffment,长期分封,Continuous Enfeoffment,長期分封
aw_policy_continuous_enfeoffment_desc,承认更持续的外出封城和建支路线并保留状态,Recognize a continuing enfeoffment route and preserve its state,承認更持續的外出封城和建支路線並保留狀態
aw_policy_early_law,律令雏形,Early Law Code,律令雛形
aw_policy_early_law_desc,把征发赋税身份和刑罚写入固定条例为废奴做准备,Write levies taxes status and penalties into fixed rules,把徵發賦稅身份和刑罰寫入固定條例為廢奴做準備
aw_policy_abolish_slavery,废奴制,Abolish Slavery,廢奴制
aw_policy_abolish_slavery_desc,关闭国家奴隶制开关并停止新的奴隶制扩张,Disable slavery policy and stop further slave expansion,關閉國家奴隸制開關並停止新的奴隸制擴張
aw_city_economy_role_capital_admin,都城政务,Capital Administration,都城政务
aw_city_economy_role_agrarian_granary,农桑粮仓,Agrarian Granary,农桑粮仓
aw_city_economy_role_market_trade,市集商贸,Market Trade,市集商贸
aw_city_economy_role_frontier_military,边地军镇,Frontier Military,边地军镇
aw_city_economy_role_workshop_craft,工坊手工业,Workshop Craft,工坊手工业
aw_city_economy_role_occupied_unrest,占领动荡,Occupied Unrest,占领动荡
aw_war_target_detail_title,战争目标,War Target,战争目标
aw_war_target_claimant,复国宣称人,Restoration Claimant,复国宣称人
aw_peace_term_transfer_city,割让目标城市,Transfer Target City,割让目标城市
aw_peace_term_force_vassal,强制臣服,Force Vassalage,强制臣服
aw_peace_term_release_vassal,承认独立,Release Vassal,承认独立
aw_peace_term_restore_kingdom,复立旧国,Restore Kingdom,复立旧国
aw_general_rebellion_palace_coup,逼宫夺位,Palace Coup,逼宫夺位
aw_general_rebellion_fief_independence,封地独立,Fief Independence,封地独立
aw_general_rebellion_defect_neighbor,投附强邻,Defect to Neighbor,投附强邻
aw_general_rebellion_support_restoration,拥立复国,Support Restoration,拥立复国
aw_mandate_temple_title,天命庙号,Mandate Temple Name,天命庙号
aw_mandate_double_posthumous,天命双字谥号,Mandate Double Posthumous Title,天命双字谥号
aw_core_fabrication_queue,核心队列,Core Queue,核心隊列
aw_core_fabrication_queue_desc,制造核心使用独立队列不占用常态决策槽,Core fabrication uses a dedicated queue and does not occupy the normal decision slot,製造核心使用獨立隊列不占用常態決策槽
aw_core_fabrication_current,当前,Current,目前
aw_core_fabrication_project_count,队列项目,Queue Items,隊列項目
aw_core_fabrication_click_next,点击加入,Click to Add,點擊加入
aw_core_fabrication_no_target,没有可制造核心的城市,No city available for core fabrication,沒有可製造核心的城市
aw_policy_node_locked,已锁定,Locked,已鎖定
aw_policy_node_locked_by_player,玩家锁定,Locked by player,玩家鎖定
aw_policy_lock_node,锁定该项,Lock Node,鎖定該項
aw_policy_unlock_node,解除锁定,Unlock Node,解除鎖定
aw_policy_lock_node_desc,玩家和AI都不能选择该项,Player and AI cannot select this node,玩家和AI都不能選擇該項
aw_policy_unlock_node_desc,恢复该项的正常选择,Restore normal selection for this node,恢復該項的正常選擇
aw_policy_locked_count,锁定项,Locked Nodes,鎖定項
aw_policy_core_fabrication_locked,制造核心已锁定,Core fabrication is locked,製造核心已鎖定
aw_west_tech_iron_casting,铁器铸造,Iron Casting,鐵器鑄造
aw_west_tech_iron_casting_desc,改良炼铁与铸造工艺以稳定生产农具和武器,Improve ironworking to supply reliable tools and weapons,改良煉鐵與鑄造工藝以穩定生產農具和武器
aw_west_tech_coin_minting,铸造金币,Coin Minting,鑄造金幣
aw_west_tech_coin_minting_desc,建立统一币制以支撑税收市场和官府支付,Establish a common coinage for taxes markets and state payments,建立統一幣制以支撐稅收市場和官府支付
aw_west_tech_irrigation,灌溉渠,Irrigation Canals,灌溉渠
aw_west_tech_irrigation_desc,开凿沟渠并整治农田以稳定城市粮食生产,Build canals and improve fields to stabilize urban food supply,開鑿溝渠並整治農田以穩定城市糧食生產
aw_west_tech_enfeoffment_study,分封考,Feudal Tenure Survey,分封考
aw_west_tech_enfeoffment_study_desc,以封土义务和继承规则组织封建领地,Organize feudal lands through tenure duties and succession rules,以封土義務和繼承規則組織封建領地
aw_west_tech_tax_office,税务官,Tax Officials,稅務官
aw_west_tech_tax_office_desc,设置专职税务书吏登记土地货币和贡赋,Create tax offices to register land coinage and dues,設置專職稅務書吏登記土地貨幣和貢賦
aw_west_tech_landlord_tax,地主税,Landlord Tax,地主稅
aw_west_tech_landlord_tax_desc,把土地持有与财政责任结合以形成稳定税源,Bind landholding to fiscal duties for a stable tax base,把土地持有與財政責任結合以形成穩定稅源
aw_west_tech_office_system,官职体系,Office System,官職體系
aw_west_tech_office_system_desc,划分稳定的宫廷官职以形成连续行政秩序,Define durable court offices for continuous administration,劃分穩定的宮廷官職以形成連續行政秩序
aw_west_tech_elective_offices,选举制,Elective Offices,選舉制
aw_west_tech_elective_offices_desc,由贵族与宫廷集会推举主要官员并约束任期,Let noble assemblies elect major officers under fixed terms,由貴族與宮廷集會推舉主要官員並約束任期
aw_west_tech_ritual_order,礼乐制度,Ritual Order,禮樂制度
aw_west_tech_ritual_order_desc,以宫廷仪式神职和爵位秩序强化君主合法性,Use ritual clergy and noble order to strengthen royal legitimacy,以宮廷儀式神職和爵位秩序強化君主合法性
aw_west_tech_feudal_retainers,封建家臣,Feudal Retainers,封建家臣
aw_west_tech_feudal_retainers_desc,由家臣封臣和地方贵族承担军政义务,Bind retainers vassals and landed nobles to military and civil duties,由家臣封臣和地方貴族承擔軍政義務
aw_west_tech_royal_domain,国王直辖,Royal Domain,國王直轄
aw_west_tech_royal_domain_desc,扩大王室直属领地与官僚以降低对封臣的依赖,Expand the royal domain and administration to reduce vassal dependence,擴大王室直屬領地與官僚以降低對封臣的依賴
aw_west_policy_landlord_taxation,地主税制,Landlord Taxation,地主稅制
aw_west_policy_landlord_taxation_desc,向登记地主征税并建立稳定的王国财政,Tax registered landlords to establish stable royal finances,向登記地主徵稅並建立穩定的王國財政
aw_west_policy_noble_council,贵族议政,Noble Council,貴族議政
aw_west_policy_noble_council_desc,让大贵族和宗教领袖参与宫廷决策以换取秩序,Share court decisions with nobles and clergy to preserve order,讓大貴族和宗教領袖參與宮廷決策以換取秩序
aw_west_policy_elective_offices,选举官制,Elective Administration,選舉官制
aw_west_policy_elective_offices_desc,以宫廷选举和固定任期任用主要官员,Appoint major officers through court elections and fixed terms,以宮廷選舉和固定任期任用主要官員
aw_west_policy_feudal_retainers,封建家臣制,Feudal Retainer System,封建家臣制
aw_west_policy_feudal_retainers_desc,以封土换取地方贵族和家臣的忠诚与兵役,Exchange land for the loyalty and service of nobles and retainers,以封土換取地方貴族和家臣的忠誠與兵役
aw_west_policy_royal_direct_rule,王室直辖制,Royal Direct Rule,王室直轄制
aw_west_policy_royal_direct_rule_desc,将财政军事和地方任命重新收归王室直接统治,Return finance military command and appointments to direct royal rule,將財政軍事和地方任命重新收歸王室直接統治
aw_mandate_decision_great_enfeoffment,大封诸王,Enfeoff the Princes,大封諸王
aw_mandate_decision_great_enfeoffment_desc,将成年宗室分封至京畿以外的边疆藩国，城市仍由流官治理。,Establish frontier feudatories outside the imperial core while ordinary governors continue to administer their cities.,將成年宗室分封至京畿以外的邊疆藩國，城市仍由流官治理。
