key,cz,en,ch
opinion_aw_court_openness,异文化开放,Cross-cultural openness,異文化開放
aw_court_institution_effects,制度修正,Institution Effects,制度修正
aw_court_institution_effect_zhou,附庸软上限 8 · 藩国维护忠诚 +1,Vassal soft cap 8 · feudatory maintenance loyalty +1,附庸軟上限 8 · 藩國維護忠誠 +1
aw_court_institution_effect_han,城市动乱 -4 · 人力 +15% · 兵额 +10% · 直属附庸自治上限 -10,Unrest -4 · manpower +15% · slots +10% · direct autonomy cap -10,城市動亂 -4 · 人力 +15% · 兵額 +10% · 直屬附庸自治上限 -10
aw_court_institution_effect_tang,异文化好感 +10 · 兵额 +12% · 国内科技传播 +10%,Cross-culture opinion +10 · slots +12% · domestic spread +10%,異文化好感 +10 · 兵額 +12% · 國內科技傳播 +10%
aw_court_institution_effect_song,政策 +15% · 科技产出/国内传播 +20% · 税收 +10% · 直属附庸贡赋 +10 · 兵额 -10%,Policy +15% · tech/spread +20% · tax +10% · direct tribute +10 · slots -10%,政策 +15% · 科技產出/國內傳播 +20% · 稅收 +10% · 直屬附庸貢賦 +10 · 兵額 -10%
aw_hist_event_nine_bestowments,加九锡,Nine Bestowments,加九錫
aw_hist_nine_bestowments_prefix,制曰：,Edict: ,制曰：
aw_hist_nine_bestowments_mid,总百揆而功高社稷，今于, holds the chief offices and has rendered eminent service. The court of ,總百揆而功高社稷，今於
aw_hist_nine_bestowments_suffix,加九锡殊礼，以彰勋望；位极人臣，禅代之势由此而生。, grants the Nine Bestowments in recognition; the minister now stands one step below the throne.,加九錫殊禮，以彰勳望；位極人臣，禪代之勢由此而生。
aw_hist_event_official_appointment_edict,颁授告身,Appointment Edict,頒授告身
aw_hist_official_edict_prefix,制曰：,Edict: ,制曰：
aw_hist_official_edict_mid,考绩有闻，宜进, has earned distinction in office and shall advance to ,考績有聞，宜進
aw_hist_official_rank_grant_mid,始授, is first granted ,始授
aw_hist_official_edict_office_mid,，仍任, while retaining the office of ,，仍任
aw_hist_official_edict_suffix,，勉修乃职，以副朝廷铨叙。,. Fulfil the charge with diligence and justify the court's selection.,，勉修乃職，以副朝廷銓敘。
aw_hist_official_rank_grant_suffix,，著入仕籍。, and is entered upon the official register.,，著入仕籍。
aw_court_joint_title,结衔,Full style,結銜
aw_court_joint_rank_format,{0}·{1},{0} · {1},{0}·{1}
aw_court_joint_merit,功勋 {0},Merit {0},功勳 {0}
aw_court_official_track_civil_title,文散官,Civil scattered rank,文散官
aw_court_official_track_military_title,武勋官,Military merit rank,武勳官
aw_court_office_feudatory_changshi,监察长史,Inspecting Chief Clerk,監察長史
aw_court_office_feudatory_prince,藩王,Feudatory Prince,藩王
aw_court_layer_feudatory,藩国衙署,Feudatory Yamen,藩國衙署
aw_court_appointment Title,任命官员,Appoint Officer,任命官員
aw_government_republic,共和国,Republic,共和國
aw_government_monarchy,君主制,Monarchy,君主制
aw_court_roles,官职,Roles,官職
aw_court_school,学派,School,學派
aw_court_appointed_year,就任年份,Appointed,就任年份
aw_court_direction_livelihood,民生,Livelihood,民生
aw_court_direction_aggression,尚武,Aggression,尚武
aw_court_direction_peace,求和,Peace,求和
aw_court_general,大将,General,大將
aw_court_city,城市,City,城市
aw_court_age,年龄,Age,年齡
aw_court_stat_stewardship,治理,Stewardship,治理
aw_court_stat_diplomacy,外交,Diplomacy,外交
aw_court_stat_warfare,军事,Warfare,軍事
aw_court_stat_intelligence,学识,Intelligence,學識
aw_court Title,百家官场,Court of the Hundred Schools,百家官場
aw_tech_official_court,官场制度,Official Court,官場制度
aw_tech_official_court_desc,将东周六卿改制为三公九卿，允许百家贤人入仕并影响国家路线,Reform the Eastern Zhou Six Ministers into the Three Excellencies and Nine Ministers while admitting scholars of the Hundred Schools,將東周六卿改制為三公九卿，允許百家賢人入仕並影響國家路線
aw_tech_nine_rank_system,九品中正,Nine-rank System,九品中正
aw_tech_nine_rank_system_desc,每六年复评乡品；门第明显加分，但寒门可凭能力、学派资历、考课和功绩进入上品,Review local grades every six years; lineage matters; capable commoners can still reach the upper grades through learning and merit,每六年復評鄉品；門第明顯加分，但寒門可憑能力、學派資歷、考課和功績進入上品
aw_tech_civil_service_examination,贡举制度,Civil Service Examinations,貢舉制度
aw_tech_civil_service_examination_desc,通过贡举考试选拔受教育的士人，使贵族、寒门与平民都能凭才学入仕,Select educated candidates through examinations so nobles declined houses and commoners can enter office by learning,通過貢舉考試選拔受教育的士人，使貴族、寒門與平民都能憑才學入仕
aw_civil_service_mode_imperial,科举,Imperial Examination,科舉
aw_civil_service_mode_tribute,贡举,Tribute Examination,貢舉
aw_civil_service_qualification_none,无资格,Unqualified,無資格
aw_civil_service_qualification_juren,举人,Juren,舉人
aw_civil_service_qualification_gongshi,贡士,Gongshi,貢士
aw_civil_service_qualification_jinshi,进士,Jinshi,進士
aw_civil_service_rank_zhuangyuan,状元,Principal Graduate,狀元
aw_civil_service_rank_bangyan,榜眼,Second Graduate,榜眼
aw_civil_service_rank_tanhua,探花,Third Graduate,探花
aw_civil_service_exam,科举与贡举,Civil Service Examinations,科舉與貢舉
aw_civil_service_exam Title,科举与贡举,Civil Service Examinations,科舉與貢舉
aw_civil_service_exam_title,科举与贡举,Civil Service Examinations,科舉與貢舉
aw_civil_service_exam_entry,科举/贡举,Examinations,科舉/貢舉
aw_civil_service_exam_entry_desc,查看本届考试进程与历届榜单,Open current progress and completed examination rolls,查看本屆考試進程與歷屆榜單
aw_civil_service_exam_locked_nine_rank,需先研发九品中正制,Requires the Nine-Rank System,需先研發九品中正制
aw_civil_service_exam_locked_policy,需先研发贡举制度,Requires Civil Service Examinations research,需先研發貢舉制度
aw_civil_service_exam_back_to_court,返回官场,Back to Court,返回官場
aw_civil_service_exam_history,历届榜单,Past Rolls,歷屆榜單
aw_civil_service_exam_tab_all,本届总览,Current Roll,本屆總覽
aw_civil_service_exam_no_session,尚未开科,No examination session has opened yet,尚未開科
aw_civil_service_exam_completed,已定榜,Completed,已定榜
aw_civil_service_exam_session_summary,世界第{0}年  |  {1}  |  下一节点：{2}  |  考生：{3},World year {0}  |  {1}  |  Next: {2}  |  Candidates: {3},世界第{0}年  |  {1}  |  下一節點：{2}  |  考生：{3}
aw_civil_service_vacancies,官缺,Vacancies,官缺
aw_civil_service_reserve,候补,Waiting reserve,候補
aw_civil_service_admission,本科录取,Admitted this sitting,本科錄取
aw_civil_service_exam_world_date,世界第{0}年第{1}日,World year {0} day {1},世界第{0}年第{1}日
aw_civil_service_exam_no_candidates,当前分页暂无考生,No candidates in this view,當前分頁暫無考生
aw_civil_service_exam_previous_session,上一届,Previous Sitting,上一屆
aw_civil_service_exam_next_session,下一届,Next Sitting,下一屆
aw_civil_service_exam_history_navigation_desc,切换已完成的历届榜单,Browse completed examination rolls,切換已完成的歷屆榜單
aw_civil_service_exam_current_top_three,当前一甲三名,Current Top Three,當前一甲三名
aw_civil_service_exam_confirm_ranking,确认定榜,Confirm Roll,確認定榜
aw_civil_service_exam_submit_success,已奉旨定榜,Roll confirmed,已奉旨定榜
aw_civil_service_exam_submit_failed,定榜失败,Ranking failed,定榜失敗
aw_civil_service_exam_read_only,联机客户端只能查看,Replica clients are read only,聯機客戶端只能查看
aw_civil_service_exam_ranking_stale,本届已定榜或定榜状态已改变,This ranking request is stale,本屆已定榜或定榜狀態已改變
aw_civil_service_exam_ranking_not_imperial,非天命国或帝国不设殿试,Only mandate or imperial realms hold palace examinations,非天命國或帝國不設殿試
aw_civil_service_exam_ranking_invalid,定榜候选人不完整或有重复,The selected finalists are invalid,定榜候選人不完整或有重複
aw_civil_service_rank_move_up,上移名次,Move Up,上移名次
aw_civil_service_rank_move_down,下移名次,Move Down,下移名次
aw_civil_service_rank_move_desc,调整殿试定榜顺序,Adjust the palace examination order,調整殿試定榜順序
aw_civil_service_stage_scheduled,待开科,Scheduled,待開科
aw_civil_service_stage_local,乡试,Local Examination,鄉試
aw_civil_service_stage_prefectural,州郡试,Prefectural Examination,州郡試
aw_civil_service_stage_metropolitan,会试,Metropolitan Examination,會試
aw_civil_service_stage_palace,殿试,Palace Examination,殿試
aw_civil_service_stage_national,国试,National Examination,國試
aw_civil_service_stage_ranking,定榜,Ranking,定榜
aw_civil_service_stage_completed,已定榜,Completed,已定榜
aw_civil_service_stage_cancelled,已罢科,Cancelled,已罷科
aw_civil_service_origin_noble,贵族,Noble,貴族
aw_civil_service_origin_declined,寒门,Declined House,寒門
aw_civil_service_origin_commoner,平民,Commoner,平民
